account,d1,d2,d3,d4,d5,d6,d7,d8,d9
53083,48,29,20,16,12,11,8,9,7
19992,50,26,21,16,12,10,9,8,8
51394,52,26,20,14,13,11,9,8,7
936426,49,29,18,15,13,10,9,9,8
26426,49,27,19,16,14,11,9,8,7
45496,51,28,19,15,12,10,10,8,7
97074,46,30,18,16,14,12,9,8,7
50197,49,29,18,16,13,11,8,8,8
484441,49,30,21,14,12,10,10,7,7
70295,50,30,18,14,12,11,9,9,7
391006,48,28,21,16,12,10,10,8,7
156393,48,30,20,15,13,11,9,7,7
342267,45,29,21,16,14,10,9,9,7
901622,51,28,20,15,12,10,9,8,7
94672,48,28,19,16,12,12,9,8,8
131945,51,28,19,15,12,11,9,8,7
201394,49,29,18,14,14,11,9,8,8
51340,50,28,19,15,12,11,9,9,7
59086,50,26,21,16,11,11,8,9,8
280180,50,27,21,15,12,10,9,9,7
113565,47,28,21,16,12,10,9,9,8
82500,50,28,19,15,12,11,9,9,7
18807,52,26,19,15,11,10,10,9,8
538368,52,26,20,14,12,10,10,8,8
72278,46,27,20,17,12,12,10,8,8
19712,52,26,18,16,13,11,10,7,7
600277,49,27,22,14,13,11,8,9,7
966252,51,29,18,14,14,10,9,8,7
80951,52,26,20,15,12,11,9,8,7
49708,48,29,21,15,13,10,10,7,7
90352,48,28,21,14,13,10,10,8,8
358327,47,31,21,14,12,11,9,8,7
21297,49,27,20,14,14,11,9,8,8
4532,48,29,20,16,13,11,9,8,6
954659,47,27,20,16,13,11,10,8,8
358834,46,27,20,16,13,11,10,9,8
95921,46,28,21,15,13,12,9,9,7
70537,49,28,20,17,12,11,8,8,7
64855,50,26,21,16,12,11,9,9,6
19634,53,25,21,15,12,10,9,8,7
17249,44,30,20,16,14,11,9,9,7
539847,51,26,20,15,12,10,10,9,7
60951,46,30,19,16,13,11,9,9,7
80937,50,25,20,16,13,11,9,8,8
664174,49,26,20,16,13,11,9,8,8
963750,46,29,21,14,14,11,9,8,8
28614,52,26,19,16,12,10,10,8,7
15844,52,27,18,16,13,11,9,7,7
90954,46,29,20,17,12,11,9,9,7
188468,51,27,19,16,12,11,8,8,8
4698,49,28,20,15,12,10,10,9,7
7679,49,27,21,16,12,10,9,9,7
743639,51,28,21,14,12,10,9,8,7
385323,48,29,21,15,13,10,9,8,7
32509,44,31,20,16,14,10,9,8,8
50012,50,28,18,15,12,12,8,9,8
772051,52,26,19,15,13,11,8,8,8
83522,47,28,20,16,12,12,9,9,7
637882,44,30,21,15,14,11,9,9,7
39689,51,26,18,16,12,11,10,9,7
88983,47,29,20,14,13,11,10,9,7
156903,47,29,19,17,12,11,9,9,7
30392,48,26,20,16,14,10,10,9,7
778748,47,28,22,15,12,12,9,8,7
268330,51,26,20,16,13,10,9,8,7
662860,48,26,22,16,12,11,9,9,7
820586,46,31,20,15,13,10,9,9,7
55768,47,30,21,15,12,11,9,8,7
87550,49,28,19,16,13,10,9,8,8
218998,51,29,19,14,12,11,9,8,7
667655,45,28,19,17,14,11,10,9,7
469435,45,31,19,17,12,11,10,8,7
93169,49,26,20,16,13,11,10,8,7
432002,47,27,21,15,13,11,10,8,8
174358,51,28,19,14,12,11,9,9,7
86433,49,27,20,16,12,10,10,8,8
2782,47,27,21,17,11,11,10,9,7
56647,48,31,20,14,13,10,9,8,7
51972,47,28,22,15,13,11,9,7,8
626102,48,30,18,15,13,11,9,9,7
112457,46,30,21,16,12,11,8,8,8
672343,49,28,21,15,12,11,9,8,7
801850,47,28,20,15,13,11,10,9,7
848073,45,28,23,15,13,12,9,8,7
394747,49,28,19,16,12,11,9,9,7
911968,48,27,20,17,13,11,9,8,7
25848,45,30,22,16,13,10,9,8,7
140812,47,31,19,15,14,10,9,8,7
627822,47,27,21,17,12,11,9,9,7
553218,47,30,21,14,13,10,10,8,7
459688,49,28,20,15,12,11,10,8,7
84039,51,27,22,15,12,10,8,8,7
43119,48,29,20,16,12,10,8,9,8
367624,45,30,21,15,13,11,9,9,7
551197,48,28,20,16,12,11,10,8,7
347915,52,25,21,14,13,10,9,8,8
118703,51,29,20,15,11,10,9,8,7
153757,52,27,19,15,12,11,9,8,7
15374,48,29,20,14,13,12,9,8,7
74451,46,31,20,16,13,10,9,8,7
774063,48,26,21,15,13,11,10,8,8
265895,46,29,21,15,12,11,10,9,7
909899,48,30,21,15,13,10,9,8,6
64095,49,27,19,15,14,12,9,8,7
399191,46,27,21,16,13,10,10,9,8
311446,47,29,20,14,13,11,10,9,7
339463,45,31,19,15,13,12,10,8,7
582731,47,29,19,16,12,11,10,9,7
535269,47,26,22,16,14,10,10,8,7
85437,46,26,20,17,14,11,10,8,8
14351,47,28,21,17,12,10,9,8,8
11705,48,29,19,16,11,11,9,9,8
218728,47,27,21,16,13,11,9,8,8
19116,46,28,20,17,14,11,9,8,7
317409,49,30,19,15,12,11,9,7,8
153518,48,30,21,14,12,10,10,8,7
662476,47,29,21,16,12,10,9,8,8
3067,49,27,21,14,12,11,9,9,8
548690,48,28,20,17,12,11,9,8,7
502112,52,26,19,16,12,10,10,8,7
759366,49,27,19,15,13,12,9,9,7
748110,48,30,20,14,11,10,10,9,8
2981,51,26,19,14,14,11,9,8,8
860889,46,28,21,17,12,12,9,8,7
123602,47,28,19,16,13,11,10,9,7
789279,48,27,21,15,12,11,10,8,8
856142,50,27,18,17,12,11,9,9,7
546142,50,26,22,14,14,11,9,7,7
958241,50,28,21,14,13,10,8,9,7
28618,49,30,21,14,13,10,8,8,7
814957,47,31,19,15,13,10,10,8,7
652772,47,30,19,16,12,11,9,9,7
265314,52,29,18,16,12,10,8,8,7
24318,46,29,22,16,13,11,8,8,7
108535,45,31,19,17,13,11,9,8,7
496752,48,27,22,16,12,11,9,8,7
13760,46,30,20,15,14,10,9,8,8
36453,48,29,20,15,13,10,9,8,8
177495,50,29,19,15,12,10,9,9,7
713473,51,26,20,16,12,11,9,7,8
24335,51,26,18,17,13,11,9,8,7
956376,49,27,19,16,13,11,9,8,8
34876,49,28,18,17,12,11,8,9,8
148888,46,30,20,16,13,10,10,8,7
422307,50,26,21,16,12,10,9,9,7
739869,49,28,19,14,13,12,9,8,8
44915,52,26,18,17,13,10,10,7,7
93153,51,25,22,14,12,10,10,8,8
224881,48,29,18,15,13,11,10,9,7
838129,48,30,19,16,12,10,9,8,8
7578,50,28,21,14,12,10,9,8,8
62288,50,26,21,16,13,10,8,8,8
4170,47,29,20,16,14,10,9,8,7
699844,50,25,19,15,13,11,10,9,8
972019,49,28,20,17,12,10,8,8,8
917625,50,29,18,16,13,10,9,8,7
18975,48,26,22,16,13,11,8,8,8
140553,46,27,22,16,12,11,10,8,8
621866,46,27,20,16,14,11,10,8,8
23336,50,28,20,15,12,10,10,7,8
710303,46,28,21,15,14,12,9,8,7
783003,48,30,20,16,13,10,9,8,6
629504,47,29,21,15,13,10,9,9,7
24375,46,29,19,18,12,10,10,9,7
371427,48,26,21,16,13,11,9,8,8
478792,45,30,20,17,12,11,10,8,7
628031,45,29,22,17,12,10,9,9,7
76571,47,26,19,17,14,12,9,9,7
496246,46,29,19,16,14,11,9,8,8
467660,48,29,19,15,13,10,10,8,8
77086,46,29,21,15,13,11,9,9,7
636220,49,28,19,16,12,11,10,8,7
527063,51,27,19,15,13,10,9,9,7
57920,47,30,19,16,13,11,9,8,7
12497,51,26,21,15,12,10,9,8,8
507636,44,30,21,16,14,11,10,7,7
69139,52,29,18,15,11,11,9,8,7
41119,52,30,18,14,11,11,9,8,7
54388,51,29,18,15,12,10,10,8,7
79455,50,26,20,15,13,10,9,9,8
503074,47,30,19,16,13,11,9,8,7
993359,50,29,21,14,11,11,10,7,7
464339,48,28,20,16,14,10,8,9,7
29104,46,28,19,17,14,10,10,9,7
826735,48,27,19,15,13,11,10,9,8
45934,47,29,21,15,14,10,9,8,7
9113,50,27,21,15,13,10,9,8,7
21939,48,29,19,16,12,11,9,8,8
272707,49,29,20,15,13,11,8,8,7
76984,46,29,21,15,14,10,10,8,7
889097,49,26,19,15,13,11,10,9,8
61013,50,28,18,15,14,10,10,8,7
11012,45,29,21,15,14,12,9,8,7
734090,48,29,20,16,12,11,9,8,7
703591,49,28,21,14,13,11,9,8,7
823961,50,28,20,16,13,10,9,7,7
79407,48,27,19,18,12,10,10,8,8
66696,51,26,20,17,12,10,9,8,7
13822,49,27,20,14,13,11,10,8,8
87642,51,26,21,14,13,11,9,8,7
15627,51,30,19,14,12,10,9,8,7
279934,45,29,20,17,13,12,9,8,7
36686,49,28,18,16,13,11,10,8,7
606049,45,29,20,15,14,11,10,9,7
7812,50,28,19,16,13,10,9,8,7
89365,48,28,19,16,12,11,10,8,8
96594,49,27,21,14,14,12,9,7,7
640324,50,29,20,15,12,10,9,8,7
233327,44,30,21,16,13,10,10,9,7
617480,52,28,18,16,12,10,10,7,7
57473,49,29,20,16,12,11,8,8,7
14736,45,28,20,17,12,11,10,9,8
266973,49,28,20,15,13,10,10,8,7
22500,50,27,21,16,12,11,8,7,8
304643,47,28,20,15,13,11,9,9,8
67167,47,28,22,15,12,11,10,8,7
65227,48,26,21,17,13,11,9,8,7
579814,47,28,21,15,13,11,10,8,7
203152,46,31,19,16,12,11,10,8,7
60982,45,28,20,16,13,12,10,8,8
279069,48,26,20,15,14,11,10,9,7
335083,51,29,18,16,13,10,9,7,7
343193,47,29,22,16,12,11,9,7,7
791396,50,27,20,16,12,10,9,9,7
70689,49,27,19,15,13,11,10,9,7
89060,51,27,21,14,12,11,9,7,8
826912,49,29,20,15,12,11,9,8,7
658751,46,27,20,15,15,12,9,9,7
33250,48,28,20,16,13,10,9,8,8
527571,47,29,19,17,12,10,9,9,8
21230,45,28,20,17,14,12,9,8,7
936420,49,27,20,15,13,11,10,8,7
382942,45,31,19,16,13,11,9,8,8
52303,44,29,19,16,14,11,10,9,8
991906,51,26,18,16,13,11,10,8,7
932722,52,25,20,14,13,11,10,8,7
328671,50,26,19,14,14,12,10,8,7
835471,50,26,20,14,13,11,10,8,8
523110,50,26,21,14,12,11,10,9,7
999636,44,30,22,15,13,10,9,9,8
887274,47,28,19,17,14,11,9,8,7
16007,50,30,18,14,13,10,10,8,7
55854,51,26,20,15,13,10,9,8,8
128613,49,29,20,15,13,11,8,8,7
57780,48,30,20,15,12,11,9,8,7
995198,49,30,19,16,11,11,9,8,7
1856,47,27,22,16,13,10,9,8,8
102648,52,26,20,16,12,10,9,8,7
48382,47,29,21,16,12,11,9,7,8
44960,45,30,19,16,14,10,10,8,8
61043,50,27,19,15,12,11,10,8,8
869833,49,29,21,15,13,10,9,8,6
104862,47,27,21,15,13,10,10,9,8
33375,51,27,18,17,13,10,9,8,7
204778,47,28,21,16,14,10,9,8,7
8522,49,29,21,15,12,10,9,7,8
704360,47,28,21,15,12,11,10,9,7
269112,50,26,21,16,13,10,9,8,7
83248,51,27,19,15,12,11,9,8,8
46629,50,28,20,14,12,11,9,8,8
71317,48,29,20,15,13,11,9,8,7
31632,49,28,19,15,13,10,10,8,8
66018,50,26,22,15,12,11,9,8,7
416618,51,26,20,17,12,11,9,7,7
97574,50,28,20,16,12,11,9,7,7
113031,50,26,20,16,12,10,10,8,8
318692,50,26,21,15,12,11,9,8,8
38020,50,28,19,15,13,10,9,8,8
19321,46,31,19,16,13,11,9,8,7
648079,49,30,20,16,12,10,9,7,7
855260,50,27,20,15,13,10,9,9,7
51791,46,28,22,16,13,11,10,7,7
665998,47,31,18,15,14,11,9,8,7
762292,48,29,21,15,12,11,8,8,8
123010,50,29,19,16,12,10,9,8,7
375429,51,27,19,17,12,11,8,8,7
60093,49,28,20,15,12,10,9,9,8
651514,48,27,20,17,12,10,9,9,8
232566,49,29,18,16,13,10,9,9,7
699822,47,27,22,15,13,10,11,8,7
582159,47,29,20,16,14,10,8,8,8
655961,48,30,21,16,13,10,8,7,7
78030,45,30,19,17,13,11,10,8,7
183905,51,26,21,14,12,11,9,8,8
981544,49,29,21,15,13,11,8,7,7
17503,46,28,20,16,14,12,9,8,7
18734,48,31,19,15,13,10,10,7,7
680857,46,27,22,16,13,11,9,9,7
385825,46,31,21,16,12,10,9,8,7
79087,46,31,19,15,12,11,9,9,8
63712,51,25,21,15,13,11,8,8,8
378125,51,28,19,16,11,10,9,8,8
81880,45,28,21,17,12,11,10,9,7
382574,45,27,22,17,13,11,9,8,8
135563,46,29,19,17,14,11,8,8,8
126853,49,29,19,16,12,11,9,7,8
963732,50,26,20,16,12,10,10,9,7
10379,49,28,18,16,12,11,10,9,7
216273,50,26,20,14,14,11,9,9,7
909148,50,28,20,14,13,10,10,8,7
368293,45,29,22,15,14,11,9,8,7
612244,51,27,21,15,12,11,8,8,7
47326,48,28,19,16,13,12,9,8,7
473714,49,30,19,15,12,10,9,9,7
2574,46,26,21,17,14,11,9,9,7
705696,51,26,18,17,13,11,9,8,7
832692,45,31,21,15,12,11,10,8,7
97858,52,25,19,16,13,11,8,9,7
36918,45,27,19,17,14,12,10,9,7
451560,50,28,21,14,13,11,8,8,7
68904,49,29,18,16,12,11,10,8,7
89725,46,27,22,16,12,12,9,8,8
17106,44,29,22,15,13,11,10,8,8
59296,48,28,22,14,13,11,9,8,7
70288,52,27,19,14,13,10,9,9,7
851715,49,26,21,15,12,11,9,9,8
40140,46,28,20,17,13,10,10,9,7
22596,48,29,19,16,13,11,9,9,6
655778,47,28,19,16,13,11,10,9,7
99243,47,29,21,14,13,11,10,8,7
8875,46,27,22,15,13,12,9,9,7
5566,50,29,19,15,12,10,9,9,7
4245,46,28,19,17,14,11,9,8,8
793574,48,28,19,15,13,11,9,9,8
310408,53,26,20,14,12,11,9,8,7
42585,52,26,18,15,13,12,9,8,7
27060,46,27,20,17,14,10,9,9,8
676659,51,28,18,15,12,10,10,8,8
830967,46,29,19,17,13,10,10,9,7
624906,46,29,21,15,12,12,9,9,7
900619,47,28,21,16,13,10,9,8,8
304437,47,30,21,16,12,10,9,7,8
165566,49,27,20,17,13,10,9,8,7
797613,47,29,19,15,13,11,9,9,8
527256,45,27,22,16,12,12,9,9,8
162326,48,30,21,15,12,11,8,8,7
482696,47,28,21,15,13,11,9,8,8
526037,48,31,19,15,12,11,9,8,7
60956,49,29,19,14,12,12,10,8,7
271761,50,28,20,15,13,11,8,8,7
562643,44,28,21,17,12,12,10,9,7
347601,48,27,22,15,12,12,9,8,7
74036,51,26,19,15,12,11,9,9,8
366599,46,28,21,16,13,11,10,8,7
372379,47,28,20,17,14,11,8,8,7
53321,50,27,20,14,13,11,10,8,7
617204,50,26,22,15,13,10,9,8,7
50017,47,30,20,16,12,11,8,9,7
792825,49,27,20,15,12,11,10,9,7
583053,45,30,19,17,12,11,10,9,7
48120,48,30,19,15,13,10,9,9,7
23304,49,30,19,15,13,10,9,8,7
435038,48,27,20,16,12,10,10,9,8
170895,49,28,19,15,13,12,9,8,7
19092,45,31,19,14,14,11,9,9,8
998893,48,29,20,15,13,10,9,9,7
195077,44,30,22,17,12,11,9,8,7
615110,48,30,20,16,13,9,9,8,7
873064,50,28,20,15,12,11,9,8,7
24131,50,26,20,17,12,11,9,8,7
60453,49,27,20,15,13,11,9,9,7
902377,51,28,19,15,12,11,9,8,7
85981,50,30,18,15,13,10,9,8,7
276980,51,27,20,15,13,10,9,8,7
55666,52,26,20,16,13,9,9,8,7
694964,51,28,18,16,13,10,9,8,7
881861,49,29,20,15,13,10,9,8,7
30982,46,30,20,16,13,10,9,8,8
397362,51,25,20,17,13,10,9,7,8
76635,49,27,19,16,12,10,10,9,8
754763,49,29,19,16,13,10,8,8,8
94433,50,29,18,16,12,11,8,9,7
273061,46,30,19,15,11,12,10,9,8
91593,50,30,18,14,12,11,10,8,7
559276,49,29,20,16,13,10,9,7,7
784923,51,26,19,16,12,11,9,8,8
32535,50,29,18,15,12,11,9,9,7
355295,52,28,19,15,11,10,10,8,7
55499,45,31,20,15,12,11,9,9,8
977803,47,27,20,16,13,10,10,9,8
179069,45,29,19,17,12,12,9,9,8
705082,51,26,20,15,12,11,9,8,8
9109,50,29,19,15,13,10,8,9,7
436412,45,31,19,15,12,12,10,8,8
172872,49,28,21,16,12,10,9,8,7
18147,48,27,21,16,12,10,10,8,8
806356,46,26,23,16,14,10,9,8,8
613369,47,29,21,14,13,10,10,9,7
71128,50,29,20,14,13,10,9,7,8
7661,49,28,19,16,12,11,9,8,8
51400,44,31,20,15,12,12,10,8,8
36538,48,30,18,16,13,10,10,8,7
579143,47,29,19,16,12,11,10,9,7
82228,45,29,21,15,14,11,10,7,8
77041,51,26,18,17,13,10,9,9,7
594492,50,29,21,14,11,11,9,8,7
303688,46,30,19,17,12,11,9,8,8
17204,51,27,21,15,11,10,10,8,7
97463,45,27,22,16,14,10,10,8,8
84596,46,29,22,15,12,11,9,9,7
61482,46,28,20,16,14,11,9,9,7
66649,49,28,20,14,14,10,10,8,7
71941,47,30,21,16,13,10,10,7,6
663805,45,29,19,16,13,11,10,9,8
319447,46,29,21,15,12,12,10,8,7
795154,51,27,20,17,11,10,9,8,7
368224,48,28,19,16,12,11,10,8,8
73245,49,28,19,16,12,11,9,9,7
420178,51,28,21,14,11,10,9,8,8
90378,48,27,21,16,13,10,10,8,7
33228,53,27,18,15,11,11,10,8,7
88832,47,29,20,15,14,10,10,8,7
20149,49,28,20,15,13,10,9,9,7
98653,48,30,19,16,11,10,10,9,7
378242,49,26,19,16,13,11,10,8,8
74136,51,26,20,15,13,10,9,8,8
565678,52,25,20,15,13,10,10,8,7
713558,49,30,19,14,13,11,9,8,7
818009,48,28,21,15,14,11,9,7,7
130013,47,29,22,14,11,11,10,9,7
988445,46,30,21,15,14,10,9,8,7
97682,45,28,22,17,12,11,10,8,7
193643,48,26,21,16,14,10,10,8,7
78484,48,26,21,16,13,11,9,8,8
93848,47,29,21,16,13,10,9,8,7
46083,46,26,22,17,12,12,10,8,7
389021,49,27,21,16,12,11,9,8,7
98948,48,29,18,16,12,11,10,9,7
426207,51,27,20,16,12,11,9,7,7
687682,49,29,21,15,13,10,9,7,7
86518,47,28,19,16,14,11,9,9,7
31319,46,27,21,16,12,12,10,8,8
590066,51,27,21,14,13,10,9,8,7
986661,49,26,20,16,12,11,9,9,8
544644,46,29,19,15,12,12,10,9,8
58745,50,28,19,15,12,11,9,8,8
621644,50,27,18,16,13,10,10,9,7
408401,50,29,18,17,12,11,8,7,8
95034,46,28,21,14,14,12,10,8,7
361250,50,26,21,14,12,10,10,9,8
312778,51,28,19,16,12,10,9,8,7
818325,46,28,20,16,13,12,10,8,7
946307,46,27,22,15,12,12,10,9,7
15530,49,30,20,15,12,10,9,8,7
641446,51,26,19,16,13,10,9,9,7
327271,51,28,21,14,12,10,9,8,7
668298,45,28,21,17,13,10,9,9,8
797217,49,27,20,15,13,10,10,8,8
42201,50,28,19,16,12,11,10,7,7
212005,46,28,20,17,12,12,9,9,7
712119,51,28,21,15,12,9,9,8,7
62602,47,29,21,14,13,11,9,8,8
541466,50,26,21,14,12,11,9,9,8
50400,49,28,19,15,14,10,10,8,7
9401,50,28,19,16,12,11,9,8,7
299149,50,28,21,14,13,10,9,8,7
623160,48,26,20,17,13,10,9,9,8
981642,48,30,21,15,13,10,9,7,7
1103,45,29,20,17,14,10,9,8,8
388326,47,28,19,15,14,11,11,8,7
944797,46,28,20,16,14,11,9,9,7
539483,45,30,19,17,14,11,9,8,7
127617,50,26,19,15,13,11,9,9,8
44421,46,30,20,16,13,11,9,8,7
88589,50,27,19,15,12,11,10,8,8
33320,45,28,22,15,13,12,10,8,7
712658,52,26,19,15,12,11,9,9,7
201623,44,29,20,16,12,12,10,9,8
990755,50,28,19,16,12,11,9,8,7
834324,47,27,21,15,13,12,9,8,8
913952,48,29,20,16,12,11,9,8,7
10660,50,27,18,17,13,9,9,9,8
807295,50,29,20,15,12,11,8,7,8
513040,46,30,19,16,12,11,10,9,7
59664,52,27,20,15,12,10,9,8,7
256220,50,28,21,16,11,10,9,8,7
25677,48,29,21,16,11,11,9,8,7
76671,49,26,21,15,13,11,9,8,8
18178,45,27,22,17,12,11,10,9,7
282887,50,28,19,16,13,10,9,8,7
20101,46,27,20,17,12,11,11,9,7
814521,51,28,19,14,12,10,10,9,7
324685,52,28,19,14,12,11,9,8,7
47471,48,29,20,17,11,10,9,8,8
982774,44,30,22,15,12,11,9,9,8
87152,49,27,21,17,12,10,9,8,7
29541,46,29,21,16,12,11,9,8,8
757984,49,29,21,15,13,10,9,8,6
916936,49,26,21,16,12,10,10,9,7
305983,51,28,18,15,13,11,9,8,7
329144,48,27,18,16,14,12,10,8,7
547605,45,30,20,17,13,10,9,9,7
404989,52,26,19,16,12,10,9,8,8
30670,51,27,20,16,12,10,9,8,7
839050,47,28,20,17,13,11,9,8,7
699632,46,29,21,16,13,11,9,9,6
791452,48,29,19,16,13,10,10,8,7
55135,49,29,19,16,13,10,9,8,7
70285,48,28,21,16,12,11,8,9,7
90773,50,27,21,15,13,10,9,8,7
44662,49,29,18,15,12,11,10,9,7
596211,46,28,23,15,13,10,9,9,7
864276,49,29,20,15,13,11,8,8,7
358224,49,29,20,15,13,11,10,7,6
376779,45,31,19,15,14,11,9,8,8
65840,48,29,20,15,12,12,9,8,7
75311,46,30,20,15,14,11,9,8,7
939068,48,27,21,15,13,11,10,8,7
327833,49,28,20,14,12,11,10,8,8
397342,49,30,19,15,13,11,9,8,6
923794,49,28,21,15,14,10,8,9,6
908288,46,29,22,15,14,10,9,8,7
804181,49,28,19,15,12,11,10,8,8
474368,45,29,21,16,13,10,10,8,8
378600,47,29,18,16,14,11,10,8,7
475305,50,27,20,15,13,10,10,8,7
79291,50,27,21,15,13,9,10,8,7
55630,47,27,19,15,14,10,11,9,8
71079,47,27,21,16,13,12,9,8,7
94211,51,29,18,14,13,11,9,8,7
50815,49,29,21,14,13,11,9,7,7
664727,51,26,18,15,13,11,9,9,8
288212,50,30,20,15,11,11,9,8,6
298827,49,27,21,15,12,11,9,9,7
77208,49,26,19,17,13,11,10,8,7
44092,50,26,19,15,13,11,9,9,8
30820,47,29,22,15,13,10,10,7,7
85443,49,29,21,14,12,10,10,8,7
3993,50,26,20,16,13,10,9,8,8
87704,46,30,21,15,14,10,9,8,7
63439,48,26,22,15,12,12,9,9,7
83715,45,28,21,17,13,11,9,8,8
75588,45,29,21,17,13,11,9,8,7
96233,49,26,20,16,13,10,9,9,8
19548,46,30,22,14,12,11,10,8,7
37192,47,28,21,15,14,10,10,8,7
64968,48,29,19,15,12,11,10,9,7
33671,48,27,22,14,13,10,10,9,7
4361,48,30,20,16,12,10,9,8,7
63494,46,30,21,15,12,11,10,8,7
955412,45,29,21,15,14,11,10,8,7
768120,46,31,20,16,12,10,9,9,7
63085,47,30,19,16,13,11,9,8,7
89109,45,31,20,17,12,11,9,8,7
98474,47,28,21,15,12,12,10,8,7
744780,48,27,21,15,13,10,10,9,7
998942,51,26,19,17,12,10,10,8,7
716944,51,27,21,15,11,11,9,8,7
39937,50,29,18,16,12,11,9,8,7
819396,47,29,21,15,11,11,9,9,8
432617,48,27,20,16,12,11,10,9,7
73366,51,25,20,17,13,10,9,8,7
8290,46,26,22,17,12,12,9,8,8
81611,51,28,20,15,12,10,8,9,7
642481,48,27,19,17,13,11,10,8,7
293864,49,27,21,16,13,11,9,7,7
16249,48,27,21,15,12,11,10,8,8
49988,50,27,21,15,13,10,9,7,8
739433,50,27,19,17,13,10,9,8,7
329862,51,27,20,16,12,11,8,7,8
77330,51,29,20,14,12,10,9,8,7
157635,50,25,21,16,13,10,9,8,8
574539,45,28,22,17,13,10,10,8,7
403433,47,27,21,15,14,11,9,9,7
78242,48,29,21,14,13,11,9,8,7
302230,48,28,19,17,13,11,10,7,7
93891,45,29,21,15,12,11,10,9,8
16439,49,30,19,15,12,10,9,8,8
586797,47,28,21,16,11,11,10,8,8
721145,46,29,22,15,12,11,9,9,7
464038,45,31,19,15,13,11,9,9,8
26404,45,30,20,17,12,11,9,9,7
52967,48,27,20,16,14,11,9,8,7
64864,51,26,19,15,13,11,9,8,8
177625,51,26,20,16,12,11,8,8,8
776732,46,27,22,16,14,10,10,8,7
24232,50,27,21,14,13,10,10,8,7
28607,51,28,19,16,12,11,9,7,7
38117,49,30,18,15,13,11,9,8,7
18814,50,29,20,15,12,11,8,8,7
60832,51,25,18,15,14,11,10,8,8
655800,51,26,20,14,13,11,10,8,7
87831,48,29,21,15,12,12,8,8,7
169915,48,30,20,14,13,10,9,8,8
45154,48,30,18,14,14,10,9,9,8
87002,48,29,18,15,13,11,10,8,8
308598,47,29,19,15,12,10,11,9,8
797959,48,26,22,16,13,10,9,9,7
41614,48,27,19,15,14,12,10,8,7
231262,50,30,19,15,13,9,9,8,7
61110,48,27,19,16,13,11,10,9,7
7503,50,29,21,14,13,10,8,8,7
538564,46,31,19,16,12,11,9,9,7
684623,50,27,19,16,12,10,10,8,8
77781,49,25,21,17,13,11,9,9,6
53918,50,29,18,15,12,11,10,8,7
367908,48,30,21,14,12,11,9,8,7
261016,50,30,18,14,13,10,10,8,7
71662,47,29,20,16,12,11,9,8,8
77466,51,29,18,16,12,11,9,7,7
9576,47,29,20,16,13,12,9,7,7
72903,45,29,19,16,14,12,9,9,7
92779,51,27,21,15,12,11,9,7,7
716809,45,32,20,16,12,10,10,8,7
237796,51,26,18,17,12,10,10,8,8
214992,51,26,19,17,12,10,10,8,7
47673,48,28,19,16,12,11,9,9,8
824098,49,29,19,16,12,11,9,8,7
41862,51,26,21,14,13,10,10,8,7
8926,49,30,20,15,11,11,9,8,7
79318,48,27,20,17,12,12,9,8,7
217636,51,26,19,17,12,11,9,8,7
688860,49,26,21,15,13,10,10,9,7
162920,51,27,19,16,12,10,10,8,7
462428,48,28,19,17,13,11,9,8,7
801715,47,26,22,17,12,11,9,8,8
75673,47,28,19,17,12,11,10,8,8
74747,48,28,19,16,13,10,9,9,8
53039,50,30,19,15,12,10,9,8,7
64387,48,28,21,14,12,11,9,9,8
651596,46,28,20,14,14,11,10,9,8
22101,43,30,20,17,14,11,10,7,8
40458,48,28,19,16,13,10,10,9,7
79062,48,29,20,15,12,10,10,8,8
41549,51,28,21,14,12,10,8,9,7
89727,50,27,20,14,12,11,10,8,8
814149,47,27,19,17,14,12,9,8,7
96374,46,28,21,15,14,10,10,9,7
430690,47,27,20,17,13,11,9,8,8
15255,47,27,22,15,13,11,9,9,7
48287,50,27,19,16,12,11,9,9,7
58900,48,27,20,17,12,11,8,9,8
34810,47,28,21,16,13,11,9,8,7
36021,48,28,20,15,13,11,9,8,8
633305,50,29,20,15,12,10,9,8,7
543923,45,31,19,17,13,10,10,8,7
809972,47,30,18,17,13,11,8,8,8
749744,48,28,21,16,12,10,10,8,7
55731,46,31,19,15,14,10,9,9,7
389594,44,28,19,17,14,12,9,9,8
790070,48,27,20,16,13,11,10,8,7
489642,46,30,18,14,14,11,10,9,8
49974,50,26,20,17,12,11,9,8,7
266327,46,29,19,16,14,11,10,8,7
171687,47,28,19,15,13,11,10,9,8
918948,49,26,21,16,14,11,9,7,7
74678,50,26,20,15,14,10,10,8,7
24516,48,28,21,15,12,12,9,8,7
780866,49,28,21,16,11,10,9,8,8
16126,47,30,20,15,13,10,9,9,7
155326,49,27,22,14,12,11,9,9,7
55629,46,30,19,16,14,10,9,8,8
93744,49,27,22,16,12,11,8,8,7
59675,46,27,22,15,13,12,9,8,8
378022,48,28,20,16,13,10,9,9,7
26438,47,30,19,16,14,11,8,8,7
81632,44,31,21,14,12,11,10,9,8
922387,47,29,19,15,12,11,10,9,8
443106,51,26,19,17,12,11,9,8,7
92306,44,30,19,16,14,11,10,9,7
72321,47,29,19,16,12,11,10,9,7
625505,46,30,20,16,13,10,9,8,8
45719,46,27,19,16,14,12,10,9,7
60534,45,30,21,14,14,11,10,8,7
6713,45,29,22,15,13,10,9,9,8
